Date,Date.1,PFC.NS.Open,PFC.NS.High,PFC.NS.Low,PFC.NS.Close,PFC.NS.Volume,PFC.NS.Adjusted,log_returns
2013-07-31,2013-07-31,57.375,57.375,52.125,54.049999,12396794.0,34.423,-0.07096451008316508
2013-08-01,2013-08-01,55.0,55.900002,49.575001,49.974998,13658690.0,31.827742,-0.078386646201698
2013-08-02,2013-08-02,50.125,52.224998,48.650002,49.025002,9813534.0,31.22271,-0.019192584761014157
2013-08-05,2013-08-05,50.0,56.0,49.049999,54.700001,18070264.0,34.836971000000005,0.10953349325497497
2013-08-06,2013-08-06,54.275002,55.200001,52.400002,53.549999,9836910.0,34.104565,-0.02124796160897313
2013-08-07,2013-08-07,53.799999,57.924999,53.549999,57.099998,10298678.0,36.365463,0.06418825925070681
2013-08-08,2013-08-08,57.174999,59.200001,56.799999,57.674999,6054808.0,36.73167,0.010019820170758642
2013-08-12,2013-08-12,58.950001,59.0,56.599998,57.75,6889986.0,36.77943,0.001299395784308377
2013-08-13,2013-08-13,57.575001,60.400002,56.575001,60.125,5469750.0,38.292004,0.040302380041494335
2013-08-14,2013-08-14,60.75,61.900002,59.5,59.950001,9328204.0,38.180553,-0.002914799328805007
2013-08-16,2013-08-16,59.375,59.5,55.325001,55.75,7411652.0,35.505684,-0.07263350587499806
2013-08-19,2013-08-19,55.0,56.25,53.924999,54.849998,7320772.0,34.932495,-0.016275311501489753
2013-08-20,2013-08-20,54.150002,57.125,52.625,56.724998,5968108.0,36.126637,0.03361297544553077
2013-08-21,2013-08-21,57.599998,58.875,56.299999,57.625,6361466.0,36.699821,0.01574141737963286
2013-08-22,2013-08-22,57.049999,58.700001,55.125,57.75,5785014.0,36.77943,0.0021668438386348576
2013-08-23,2013-08-23,58.375,60.5,57.775002,60.049999,5878306.0,38.24424000000001,0.03905423919463536
2013-08-26,2013-08-26,60.849998,60.900002,56.5,57.924999,12443658.0,36.890888,-0.03602837781472568
2013-08-27,2013-08-27,57.25,58.375,52.375,53.0,9988688.0,33.754288,-0.08885712178299032
2013-08-28,2013-08-28,51.275002,53.224998,49.575001,52.025002,8660266.0,33.133339,-0.01856746507942697
2013-08-29,2013-08-29,52.525002,53.400002,50.849998,53.025002,8208408.0,33.77021,0.01903905689474339
2013-08-30,2013-08-30,53.75,54.950001,51.849998,54.549999,9147092.0,34.741440000000004,0.028354157815797087
2013-09-02,2013-09-02,54.700001,56.224998,53.049999,55.674999,3535470.0,35.457924,0.02041354336188883
2013-09-03,2013-09-03,55.950001,56.174999,52.400002,53.325001,4743670.0,33.961265999999995,-0.043126114192750815
2013-09-04,2013-09-04,53.5,56.200001,52.825001,55.174999,5051762.0,35.139484,0.03410475863023876
2013-09-05,2013-09-05,56.5,60.049999,56.400002,59.400002,7234996.0,37.830269,0.0737841508478354
2013-09-06,2013-09-06,59.950001,61.349998,58.299999,60.974998,6618820.0,38.833347,0.02616978689060057
2013-09-10,2013-09-10,61.950001,63.25,60.625,62.650002,6768694.0,40.565388,0.04363585442821672
2013-09-11,2013-09-11,62.900002,63.474998,60.849998,63.099998,6231574.0,40.856758,0.00715705144262424
2013-09-12,2013-09-12,63.950001,64.25,61.0,62.275002,7563308.0,40.322586,-0.013160483528563471
2013-09-13,2013-09-13,62.0,65.824997,61.900002,65.375,5461200.0,42.329811,0.04857983099317531
2013-09-16,2013-09-16,66.875,67.599998,63.099998,64.5,6665494.0,41.763252,-0.013474775498753644
2013-09-17,2013-09-17,64.724998,64.849998,62.549999,63.474998,4112512.0,41.09957100000001,-0.016019130614104427
2013-09-18,2013-09-18,64.150002,64.349998,62.825001,63.950001,2514786.0,41.407135,0.007455525485581037
2013-09-19,2013-09-19,66.5,69.0,65.800003,67.824997,4485584.0,43.916168,0.058829334873095725
2013-09-20,2013-09-20,68.349998,68.400002,62.125,66.550003,14059690.0,43.090607,-0.018977505526577062
2013-09-23,2013-09-23,64.775002,67.0,64.0,66.0,7668516.0,42.734489,-0.0082987391890752
2013-09-24,2013-09-24,66.349998,66.900002,65.175003,66.324997,2536804.0,42.944923,0.004912135091012182
2013-09-25,2013-09-25,65.5,66.875,64.0,66.449997,4878004.0,43.025856,0.0018828030837920726
2013-09-26,2013-09-26,66.425003,67.5,65.824997,66.974998,4594672.0,43.365795,0.007869759415870092
2013-09-27,2013-09-27,67.474998,67.75,65.074997,66.625,6473956.0,43.139175,-0.005239479730091201
2013-09-30,2013-09-30,65.5,66.0,63.625,65.449997,5902526.0,42.378368,-0.01779347362697692
2013-10-01,2013-10-01,65.550003,66.099998,64.025002,65.724998,4340716.0,42.556423,0.004192752080550033
2013-10-03,2013-10-03,66.375,67.5,65.775002,67.0,4898128.0,43.381985,0.01921346731717
2013-10-04,2013-10-04,67.224998,68.800003,66.525002,67.525002,4858318.0,43.72192,0.007805315406202774
2013-10-07,2013-10-07,67.599998,67.875,65.849998,67.324997,3336104.0,43.592419,-0.002966319082072566
2013-10-08,2013-10-08,68.199997,69.875,67.75,68.224998,5556452.0,44.175159,0.013279358430175579
2013-10-09,2013-10-09,67.474998,68.824997,67.25,68.324997,3855212.0,44.239906,0.0014646149176962275
2013-10-10,2013-10-10,67.724998,69.25,67.724998,68.349998,2916560.0,44.256092,0.00036580185649714986
2013-10-11,2013-10-11,68.550003,70.0,68.400002,68.625,4080804.0,44.434158,0.004015463689876597
2013-10-14,2013-10-14,68.25,69.099998,66.650002,66.849998,2216306.0,43.284863,-0.026205508390237497
2013-10-15,2013-10-15,67.474998,67.599998,64.775002,65.550003,2894224.0,42.443119,-0.019638186559929327
2013-10-17,2013-10-17,65.949997,65.949997,63.0,63.224998,3920138.0,40.937702,-0.036113355299626886
2013-10-18,2013-10-18,63.5,65.099998,63.5,64.625,5038562.0,41.844189,0.021901486513471013
2013-10-21,2013-10-21,64.925003,66.25,64.699997,65.574997,3171698.0,42.45930900000001,0.014593247754404626
2013-10-22,2013-10-22,65.699997,66.699997,64.875,65.050003,4968266.0,42.119377,-0.008038285919055976
2013-10-23,2013-10-23,65.400002,65.824997,63.299999,64.449997,4008892.0,41.730869,-0.00926677734963155
2013-10-24,2013-10-24,64.775002,66.0,64.25,64.474998,3772112.0,41.747063,0.00038798278335772096
2013-10-25,2013-10-25,64.5,64.574997,62.5,62.849998,2925182.0,40.694889,-0.025526594349516873
2013-10-28,2013-10-28,62.924999,63.375,61.099998,61.299999,2867364.0,39.691277,-0.02497106653885828
2013-10-29,2013-10-29,61.549999,64.949997,60.049999,64.449997,4770206.0,41.730869,0.05010967810501743
2013-10-30,2013-10-30,65.050003,68.349998,64.074997,68.050003,7444538.0,44.061852,0.054353255347738834
2013-10-31,2013-10-31,67.949997,67.949997,66.199997,67.199997,7110556.0,43.511475,-0.01256967767056505
2013-11-01,2013-11-01,67.050003,72.800003,67.050003,72.175003,15740528.0,46.732758,0.0714206784614877
2013-11-05,2013-11-05,71.0,75.650002,69.599998,73.900002,9297534.0,47.849686,0.023619180831682133
2013-11-06,2013-11-06,73.775002,75.125,72.025002,73.224998,5449006.0,47.412621,-0.009176096622610874
2013-11-07,2013-11-07,73.724998,75.199997,70.75,71.75,4639648.0,46.457569,-0.02034905768836204
2013-11-08,2013-11-08,71.5,73.849998,70.775002,72.199997,5490698.0,46.748943,0.0062522444604256044
2013-11-11,2013-11-11,73.974998,73.974998,70.875,71.099998,5426232.0,46.036701,-0.015352719649629254
2013-11-12,2013-11-12,71.625,74.0,70.675003,71.125,5276966.0,46.052887,0.0003515272577105933
2013-11-13,2013-11-13,70.75,72.400002,69.5,70.949997,4055110.0,45.939571,-0.002463594511462386
2013-11-14,2013-11-14,72.150002,75.0,71.775002,74.625,4690012.0,48.319107,0.05050021354547463
2013-11-18,2013-11-18,75.5,77.625,75.5,76.125,6058596.0,49.290348,0.01990120845247301
2013-11-19,2013-11-19,76.5,78.400002,75.775002,78.125,7160728.0,50.585331,0.025933352130184332
2013-11-20,2013-11-20,78.0,79.25,76.900002,77.425003,5704556.0,50.132095,-0.009000211333489272
2013-11-21,2013-11-21,77.0,77.25,71.75,72.199997,8861004.0,46.748943,-0.06986977589126164
2013-11-22,2013-11-22,72.75,75.099998,72.425003,74.275002,5962848.0,48.092487,0.02833432363231792
2013-11-25,2013-11-25,75.199997,77.324997,75.0,77.125,5016188.0,49.937843,0.037653122602892886
2013-11-26,2013-11-26,77.300003,77.474998,74.75,76.199997,5373430.0,49.338913,-0.012066012036755945
2013-11-27,2013-11-27,76.849998,77.224998,75.550003,76.5,2353412.0,49.533154,0.003929143099509869
2013-11-28,2013-11-28,77.099998,77.375,74.324997,75.349998,3855750.0,48.788536,-0.015146855922639537
2013-11-29,2013-11-29,76.199997,80.0,76.150002,79.574997,7496810.0,51.524193,0.05455609712526188
2013-12-02,2013-12-02,79.5,81.949997,79.449997,81.550003,4017798.0,52.802998,0.02451650504929237
2013-12-03,2013-12-03,80.074997,82.599998,80.074997,81.550003,3996292.0,52.802998,0.0
2013-12-04,2013-12-04,81.449997,81.449997,78.974998,79.175003,2450182.0,51.265205,-0.029555712459635505
2013-12-05,2013-12-05,80.5,83.400002,80.5,81.699997,4438340.0,52.900112,0.03139319912061067
2013-12-06,2013-12-06,81.925003,82.675003,80.800003,81.0,4049712.0,52.446873,-0.00860474168370029
2013-12-09,2013-12-09,83.0,85.099998,82.0,82.375,6891048.0,53.33718100000001,0.016832953332901912
2013-12-10,2013-12-10,82.5,82.5,80.150002,81.400002,3947476.0,52.705872,-0.011906795223358912
2013-12-11,2013-12-11,81.0,81.349998,78.275002,79.050003,2393136.0,51.184269,-0.029294633748162543
2013-12-12,2013-12-12,78.775002,78.775002,75.875,76.125,4879460.0,49.290348,-0.03770395779396818
2013-12-13,2013-12-13,75.5,76.0,72.800003,73.125,4191064.0,47.34787,-0.040206446488229915
2013-12-16,2013-12-16,73.5,76.900002,73.074997,76.275002,6126448.0,49.38747,0.04217491383640759
2013-12-17,2013-12-17,76.925003,77.75,76.125,76.5,3340056.0,49.533154,0.002945474855220453
2013-12-18,2013-12-18,76.025002,77.974998,75.349998,77.074997,5986336.0,49.90546,0.007488192457953069
2013-12-19,2013-12-19,77.875,78.199997,75.125,75.599998,4439338.0,48.95042,-0.01932246648577296
2013-12-20,2013-12-20,76.125,81.175003,75.449997,80.650002,6764150.0,52.220249,0.06466238242405575
2013-12-23,2013-12-23,80.275002,82.550003,80.275002,81.300003,4275308.0,52.641125,0.008027326821613112
2013-12-24,2013-12-24,81.0,82.599998,80.099998,82.449997,3393444.0,53.38573100000001,0.01404584215219895
2013-12-26,2013-12-26,82.474998,84.550003,80.074997,80.5,5767490.0,52.123127,-0.02393475390179089
2013-12-27,2013-12-27,80.75,82.324997,80.75,81.375,1494532.0,52.689682,0.010810902282517798
2013-12-30,2013-12-30,81.849998,82.150002,79.650002,80.224998,1709368.0,51.945061,-0.01423300806136929
2013-12-31,2013-12-31,80.400002,84.0,79.775002,83.474998,4422380.0,54.049416,0.03971209837568779
2014-01-01,2014-01-01,83.974998,84.0,82.599998,83.150002,1622900.0,53.838978,-0.0039010362295663907
2014-01-02,2014-01-02,83.150002,84.875,79.650002,79.974998,3725742.0,51.783199,-0.038931949961595436
2014-01-03,2014-01-03,79.199997,80.050003,77.400002,79.25,3028964.0,51.313763,-0.009106752230086723
2014-01-06,2014-01-06,79.599998,79.599998,77.900002,78.974998,2662780.0,51.1357,-0.0034761173770210267
2014-01-07,2014-01-07,79.375,80.625,75.875,76.474998,5505178.0,49.516968,-0.03216748470312414
2014-01-08,2014-01-08,77.300003,78.724998,76.849998,77.724998,5360198.0,50.326332,0.0162130404187657
2014-01-09,2014-01-09,77.800003,78.650002,76.425003,77.0,3491558.0,49.856907,-0.009371396656957742
2014-01-10,2014-01-10,77.0,78.949997,75.724998,75.974998,2979160.0,49.193226,-0.013401111384629516
2014-01-13,2014-01-13,76.425003,78.0,75.5,76.525002,1715060.0,49.549343,0.007213070261816502
2014-01-14,2014-01-14,76.599998,77.199997,74.074997,74.324997,2902292.0,48.124863,-0.02917005550343577
2014-01-15,2014-01-15,74.25,77.275002,74.25,76.650002,3873484.0,49.630287,0.030802326524645093
2014-01-16,2014-01-16,77.0,77.099998,74.949997,75.224998,2659992.0,48.7076,-0.0187661969675883
2014-01-17,2014-01-17,75.050003,76.474998,72.474998,72.849998,3889478.0,47.169804,-0.03208113330354845
2014-01-20,2014-01-20,72.675003,73.400002,70.900002,71.724998,5500164.0,46.44138,-0.015563069953697715
2014-01-21,2014-01-21,72.025002,73.824997,71.375,73.599998,5012286.0,47.655422,0.025805539514158315
2014-01-22,2014-01-22,73.449997,73.449997,71.699997,72.175003,3394292.0,46.732758,-0.01955103679232728
2014-01-23,2014-01-23,71.800003,73.125,71.5,72.550003,2760034.0,46.975567,0.005182240604525656
2014-01-24,2014-01-24,71.099998,72.199997,68.349998,68.550003,5299234.0,44.385601,-0.05671250043764076
2014-01-27,2014-01-27,67.449997,67.5,64.375,64.699997,5867948.0,41.892746,-0.05780242959085191
2014-01-28,2014-01-28,65.0,68.099998,65.0,66.675003,5811744.0,43.171547,0.030068958547651906
2014-01-29,2014-01-29,67.449997,68.275002,66.550003,67.199997,3451634.0,43.511475,0.007843052414827412
2014-01-30,2014-01-30,66.224998,66.525002,65.0,65.400002,7589100.0,42.345989,-0.02715099054188741
2014-01-31,2014-01-31,65.949997,68.449997,65.5,68.074997,2668508.0,44.07803300000001,0.040087834568110825
2014-02-03,2014-02-03,67.525002,68.150002,65.849998,66.0,2258718.0,42.734489,-0.030955241302493608
2014-02-04,2014-02-04,65.025002,69.949997,65.025002,69.0,15179032.0,44.676968,0.04445181242365237
2014-02-05,2014-02-05,71.5,73.449997,70.150002,72.775002,11700484.0,47.12125,0.05326595544686619
2014-02-06,2014-02-06,73.699997,76.449997,72.074997,76.050003,12262424.0,49.241779,0.04401836282184002
2014-02-07,2014-02-07,72.849998,73.25,71.925003,72.550003,6357788.0,53.122559,0.07585924812674216
2014-02-10,2014-02-10,72.800003,73.75,71.599998,72.800003,4227758.0,53.305614,0.0034399760017320698
2014-02-11,2014-02-11,72.650002,74.625,72.650002,74.074997,4662704.0,54.23918199999999,0.017361908442108387
2014-02-12,2014-02-12,74.625,74.925003,73.300003,73.75,2694276.0,54.001217,-0.004396979050118155
2014-02-13,2014-02-13,73.75,73.75,72.5,72.824997,1432518.0,53.323917,-0.012621628619528645
2014-02-14,2014-02-14,72.5,73.974998,71.650002,72.974998,3303086.0,53.433746,0.0020575392090860234
2014-02-17,2014-02-17,73.375,75.224998,72.949997,74.974998,2230898.0,54.89818199999999,0.02703773927616737
2014-02-18,2014-02-18,75.199997,75.949997,74.599998,74.974998,2674866.0,54.89818199999999,0.0
2014-02-19,2014-02-19,74.675003,75.5,74.125,74.550003,2700234.0,54.586994,-0.005684583965774871
2014-02-20,2014-02-20,73.324997,76.75,73.324997,75.224998,3966724.0,55.081234,0.00901342813851258
2014-02-21,2014-02-21,75.275002,77.175003,75.275002,76.849998,3424912.0,56.27109100000001,0.021371844533220496
2014-02-24,2014-02-24,77.25,78.400002,77.050003,78.125,2588736.0,57.204678,0.016454756339431498
2014-02-25,2014-02-25,78.275002,78.875,76.699997,78.150002,3569800.0,57.22299200000001,0.0003200974057468997
2014-02-26,2014-02-26,77.625,78.0,75.775002,77.125,4457108.0,56.472466,-0.013202583728056716
2014-02-28,2014-02-28,77.0,83.0,76.800003,82.300003,6311704.0,60.261703,0.06494360223622841
2014-03-03,2014-03-03,82.875,82.900002,78.875,79.25,4161978.0,58.028423,-0.03776385193796372
2014-03-04,2014-03-04,79.75,82.5,79.474998,81.650002,4719324.0,59.785759,0.029834546548710424
2014-03-05,2014-03-05,82.300003,83.75,81.275002,82.824997,4525176.0,60.64611800000001,0.014288137963195169
2014-03-06,2014-03-06,82.550003,84.75,82.550003,83.875,4574640.0,61.41494399999999,0.012597566414952688
2014-03-07,2014-03-07,84.0,88.449997,83.75,86.974998,7452466.0,63.684826,0.03629313067917117
2014-03-10,2014-03-10,85.75,87.949997,85.625,86.699997,4180010.0,63.483463,-0.0031668770551895875
2014-03-11,2014-03-11,86.5,88.449997,84.849998,85.300003,3963654.0,62.458359,-0.016279368090071245
2014-03-12,2014-03-12,84.599998,85.400002,82.050003,82.875,4008842.0,60.682716000000006,-0.028841165822994338
2014-03-13,2014-03-13,83.25,90.824997,83.150002,87.525002,15687486.0,64.087547,0.054591157609692686
2014-03-14,2014-03-14,87.150002,87.400002,84.400002,86.800003,6380694.0,63.556686,-0.008317869883208928
2014-03-18,2014-03-18,87.599998,91.0,87.349998,89.349998,8007548.0,65.423843,0.02895456328973811
2014-03-19,2014-03-19,89.75,91.599998,88.550003,90.25,9533938.0,66.08284,0.010022342608996482
2014-03-20,2014-03-20,89.5,89.699997,86.650002,87.449997,5915818.0,64.032639,-0.031516168760582275
2014-03-21,2014-03-21,88.125,88.25,85.099998,85.324997,5084348.0,62.476654,-0.02459998677642972
2014-03-24,2014-03-24,86.0,90.0,86.0,88.699997,8163024.0,64.94789899999999,0.038792443673026256
2014-03-25,2014-03-25,88.675003,93.650002,88.050003,92.800003,12775152.0,67.950012,0.04518692256414614
2014-03-26,2014-03-26,93.599998,94.25,90.849998,92.324997,9038192.0,67.602211,-0.005131627582934506
2014-03-27,2014-03-27,91.574997,94.5,90.699997,91.625,9936430.0,67.08964499999999,-0.007610979453459343
2014-03-28,2014-03-28,92.400002,97.5,92.275002,97.099998,9176982.0,71.098549,0.058037218563535824
2014-03-31,2014-03-31,97.550003,99.5,96.25,96.599998,6342028.0,70.732445,-0.005162550198503091
2014-04-01,2014-04-01,96.800003,97.449997,94.550003,95.699997,4366332.0,70.073441,-0.009360529314712984
2014-04-02,2014-04-02,96.574997,99.25,96.25,98.675003,5425882.0,72.251808,0.03061350168938937
2014-04-03,2014-04-03,99.074997,99.175003,93.5,95.199997,7105448.0,69.707329,-0.03585188801673311
2014-04-04,2014-04-04,94.625,96.050003,92.25,94.025002,13274112.0,68.846977,-0.012419145717738722
2014-04-07,2014-04-07,94.300003,96.175003,91.75,93.050003,5231536.0,68.133064,-0.01042370054606412
2014-04-09,2014-04-09,93.699997,96.675003,93.275002,96.400002,6745434.0,70.585999,0.03536919376433634
2014-04-10,2014-04-10,96.400002,99.099998,95.25,98.025002,7929828.0,71.775856,0.0167163417094498
2014-04-11,2014-04-11,96.300003,97.0,94.099998,94.775002,5240784.0,69.39613299999999,-0.03371700659492305
2014-04-15,2014-04-15,95.25,96.0,93.0,94.074997,5275814.0,68.883575,-0.007413384868296902
2014-04-16,2014-04-16,94.199997,95.5,90.300003,90.75,4556748.0,66.44896700000001,-0.03598352111545201
