Date,Date.1,JINDALSTEL.NS.Open,JINDALSTEL.NS.High,JINDALSTEL.NS.Low,JINDALSTEL.NS.Close,JINDALSTEL.NS.Volume,JINDALSTEL.NS.Adjusted,log_returns
2013-05-14,2013-05-14,305.100006,308.0,300.450012,305.200012,1397226.0,301.640808,0.0026247048932246386
2013-05-15,2013-05-15,304.950012,315.299988,304.0,312.700012,2111542.0,309.053375,0.024277064587980846
2013-05-16,2013-05-16,310.100006,314.75,306.149994,308.350006,2629501.0,304.754089,-0.01400881078192917
2013-05-17,2013-05-17,308.100006,313.899994,306.700012,312.600006,1981775.0,308.954529,0.013688924902790944
2013-05-20,2013-05-20,310.0,316.450012,306.600006,307.799988,1856873.0,304.21048,-0.015474280478694704
2013-05-21,2013-05-21,307.899994,309.399994,302.0,302.850006,1495492.0,299.318237,-0.0162124850733969
2013-05-22,2013-05-22,303.100006,309.899994,302.149994,303.350006,1884104.0,299.812408,0.0016496272263433198
2013-05-23,2013-05-23,300.049988,305.0,289.549988,291.100006,2152667.0,287.705261,-0.04122041560401968
2013-05-24,2013-05-24,295.899994,297.399994,289.450012,295.049988,1382998.0,291.609161,0.013477859164988892
2013-05-27,2013-05-27,297.0,308.25,294.600006,306.600006,2559882.0,303.024475,0.038399161860003694
2013-05-28,2013-05-28,307.200012,312.200012,305.100006,306.399994,1941579.0,302.826813,-0.0006525099836478532
2013-05-29,2013-05-29,308.399994,308.399994,298.049988,300.200012,932291.0,296.699127,-0.020442482914686092
2013-05-30,2013-05-30,298.5,301.149994,294.850006,296.299988,1370531.0,292.844604,-0.013076478375650956
2013-05-31,2013-05-31,298.700012,298.700012,282.75,284.450012,1529559.0,281.132813,-0.04081490474996397
2013-06-03,2013-06-03,287.899994,292.25,281.799988,290.399994,1548524.0,287.013428,0.020701800320761517
2013-06-04,2013-06-04,289.299988,295.899994,282.75,284.799988,1942368.0,281.478729,-0.01947212045191637
2013-06-05,2013-06-05,285.0,288.899994,283.0,287.450012,1491973.0,284.097809,0.009261695087539046
2013-06-06,2013-06-06,285.0,288.450012,282.799988,284.899994,1355644.0,281.5775450000001,-0.00891069641981268
2013-06-07,2013-06-07,283.0,286.149994,278.0,279.200012,1185820.0,275.944031,-0.020209821416020013
2013-06-10,2013-06-10,282.0,282.950012,264.25,267.25,2413307.0,264.133392,-0.04374381065505073
2013-06-11,2013-06-11,265.299988,266.799988,202.75,226.149994,26550601.0,223.512665,-0.166986169151512
2013-06-12,2013-06-12,221.050003,240.699997,218.649994,235.550003,13913264.0,232.80307,0.04072482394076005
2013-06-13,2013-06-13,231.899994,239.699997,227.300003,236.800003,7180161.0,234.038483,0.005292656045489785
2013-06-14,2013-06-14,239.149994,246.0,233.0,243.149994,4708500.0,240.314423,0.02646260264752609
2013-06-17,2013-06-17,242.0,244.25,237.550003,240.699997,2452081.0,237.89299,-0.010127211036047969
2013-06-18,2013-06-18,238.199997,243.75,236.550003,239.850006,2751834.0,237.052917,-0.003537556019309385
2013-06-19,2013-06-19,239.25,258.899994,239.25,245.800003,8592429.0,242.933533,0.024504484483099283
2013-06-20,2013-06-20,240.0,240.800003,218.649994,221.949997,5358755.0,219.361664,-0.10206607768721376
2013-06-21,2013-06-21,217.75,220.0,195.899994,204.449997,17208324.0,202.065735,-0.08212873623367667
2013-06-24,2013-06-24,202.399994,210.0,195.350006,207.449997,10618527.0,205.030762,0.014566961161914803
2013-06-25,2013-06-25,210.899994,213.800003,201.75,207.649994,3974615.0,205.228409,0.0009635227156978844
2013-06-26,2013-06-26,208.949997,211.300003,199.600006,201.300003,5225030.0,198.952469,-0.031057602183797606
2013-06-27,2013-06-27,204.0,207.300003,194.649994,201.25,5170379.0,198.903061,-0.00024837156469370564
2013-06-28,2013-06-28,202.0,219.949997,202.0,217.449997,6179943.0,214.914139,0.07742101949190605
2013-07-01,2013-07-01,215.0,226.5,214.050003,223.649994,4571090.0,221.041824,0.02811333760477286
2013-07-02,2013-07-02,218.100006,223.149994,210.5,214.050003,4973120.0,211.553787,-0.04387265426998255
2013-07-03,2013-07-03,210.699997,218.0,208.300003,216.300003,5354085.0,213.777557,0.010456742933375729
2013-07-04,2013-07-04,217.5,219.899994,211.449997,216.850006,2769530.0,214.321136,0.002539504562945716
2013-07-05,2013-07-05,220.699997,224.949997,215.699997,223.850006,4146462.0,221.239517,0.03177037626701207
2013-07-08,2013-07-08,220.0,223.899994,216.5,221.75,3643233.0,219.164001,-0.009425589402373369
2013-07-09,2013-07-09,223.0,224.649994,214.699997,217.100006,2377874.0,214.568222,-0.021192573489664742
2013-07-10,2013-07-10,217.550003,221.350006,213.5,218.800003,2885008.0,216.248398,0.007799998609527847
2013-07-11,2013-07-11,221.350006,227.800003,220.199997,221.800003,2527943.0,219.213409,0.0136179879560947
2013-07-12,2013-07-12,221.5,223.899994,219.399994,222.550003,1686219.0,219.954666,0.0033757358338117878
2013-07-15,2013-07-15,220.449997,226.399994,219.850006,223.699997,2074694.0,221.091248,0.0051540416992788
2013-07-16,2013-07-16,219.350006,221.399994,215.100006,216.300003,1330054.0,213.777557,-0.033639482036632806
2013-07-17,2013-07-17,217.5,220.649994,211.600006,214.050003,1794827.0,211.553787,-0.010456742933375729
2013-07-18,2013-07-18,214.100006,220.899994,213.050003,216.25,2510261.0,213.72814900000003,0.010225597479519344
2013-07-19,2013-07-19,217.300003,217.949997,206.350006,210.449997,2471795.0,207.995773,-0.027187118311323036
2013-07-22,2013-07-22,210.5,213.800003,208.800003,211.600006,803400.0,209.132355,0.00544957166174953
2013-07-23,2013-07-23,213.100006,215.449997,206.899994,210.350006,1250062.0,207.896942,-0.005924843280106451
2013-07-24,2013-07-24,210.0,211.949997,195.100006,201.949997,2090704.0,199.594894,-0.04075270337324444
2013-07-25,2013-07-25,201.25,206.050003,195.75,196.550003,3418590.0,194.257874,-0.027103258569080246
2013-07-26,2013-07-26,197.649994,200.949997,187.199997,189.949997,2240010.0,187.734848,-0.03415593949376117
2013-07-29,2013-07-29,188.100006,202.25,187.5,199.600006,2238159.0,197.272308,0.04955446406326036
2013-07-30,2013-07-30,199.0,209.699997,198.300003,202.550003,4250828.0,200.187912,0.014671437049563531
2013-07-31,2013-07-31,200.0,202.25,191.550003,199.800003,3828059.0,197.469971,-0.013669958226360636
2013-08-01,2013-08-01,200.0,207.899994,196.75,202.350006,3073422.0,199.990234,0.012682008144356159
2013-08-02,2013-08-02,203.0,206.800003,181.600006,187.0,4112449.0,184.819244,-0.07889024737068429
2013-08-05,2013-08-05,187.0,203.899994,185.149994,201.449997,2833041.0,199.100723,0.07443255441946306
2013-08-06,2013-08-06,201.0,203.449997,192.350006,196.449997,2166002.0,194.159042,-0.025133215073408263
2013-08-07,2013-08-07,196.449997,207.850006,189.399994,203.600006,2845287.0,201.225662,0.03574934749287273
2013-08-08,2013-08-08,204.0,210.300003,201.25,207.399994,4197973.0,204.981339,0.01849197090264365
2013-08-12,2013-08-12,210.800003,229.699997,208.600006,226.600006,5071690.0,223.957443,0.08853710147145487
2013-08-13,2013-08-13,226.899994,230.600006,222.649994,226.100006,2697076.0,223.463272,-0.0022089777445621905
2013-08-14,2013-08-14,237.0,237.0,220.5,224.949997,3811021.0,222.326675,-0.005099260180752019
2013-08-16,2013-08-16,222.699997,225.5,209.350006,213.149994,3432703.0,210.664276,-0.05388205195974916
2013-08-19,2013-08-19,211.0,221.5,199.199997,219.0,2914337.0,216.44606,0.027075613591021508
2013-08-20,2013-08-20,215.5,224.899994,213.350006,220.899994,4762409.0,218.323914,0.008638433147654112
2013-08-21,2013-08-21,223.0,229.25,217.850006,221.0,3643063.0,218.422745,0.00045257816929034084
2013-08-22,2013-08-22,220.0,236.600006,217.25,230.949997,5897113.0,228.25669900000003,0.04403848622092532
2013-08-23,2013-08-23,233.899994,244.899994,233.0,240.550003,4934584.0,237.744751,0.0407267549269692
2013-08-26,2013-08-26,243.0,247.800003,238.75,244.050003,2910857.0,241.203949,0.014445213655194244
2013-08-27,2013-08-27,241.350006,244.600006,226.25,230.149994,3844665.0,227.466034,-0.05864191087856074
2013-08-28,2013-08-28,227.0,240.699997,226.399994,238.449997,4409783.0,235.669235,0.035428349184737584
2013-08-29,2013-08-29,241.399994,245.949997,238.0,243.5,4868128.0,240.660355,0.02095734878871891
2013-08-30,2013-08-30,246.0,246.399994,217.600006,221.850006,9594061.0,219.262833,-0.09311546322274378
2013-09-02,2013-09-02,222.600006,230.899994,222.0,227.949997,2781583.0,225.291687,0.02712478839113253
2013-09-03,2013-09-03,229.0,234.300003,218.199997,219.600006,3006650.0,217.039078,-0.037318529010650366
2013-09-04,2013-09-04,222.0,226.949997,217.100006,226.100006,1565680.0,223.463272,0.029169649176812307
2013-09-05,2013-09-05,232.0,232.350006,224.399994,227.0,1856120.0,224.35276800000003,0.0039726007572316036
2013-09-06,2013-09-06,229.0,237.5,227.0,233.300003,2077577.0,230.5793,0.02737516776666737
2013-09-10,2013-09-10,240.100006,241.5,232.699997,237.0,3054440.0,234.23616,0.015734999218458334
2013-09-11,2013-09-11,240.0,243.300003,231.149994,241.199997,4438740.0,238.387177,0.017566308796953756
2013-09-12,2013-09-12,244.199997,246.199997,236.300003,238.649994,2006192.0,235.866913,-0.010628428000575065
2013-09-13,2013-09-13,238.0,242.75,235.0,241.350006,1521236.0,240.145462,0.017977113416956847
2013-09-16,2013-09-16,246.5,248.75,238.25,242.149994,1756330.0,240.941452,0.003309134807875757
2013-09-17,2013-09-17,243.100006,250.5,239.75,247.449997,2773667.0,246.215012,0.021651220491524903
2013-09-18,2013-09-18,249.899994,252.899994,245.5,249.100006,2329326.0,247.856781,0.006645896673530771
2013-09-19,2013-09-19,254.0,264.600006,248.75,259.799988,5744048.0,258.503357,0.04205759694229183
2013-09-20,2013-09-20,258.600006,266.0,252.050003,260.75,4578762.0,259.448639,0.0036500797633980397
2013-09-23,2013-09-23,257.899994,262.799988,251.300003,252.949997,2008077.0,251.687561,-0.0303702791122209
2013-09-24,2013-09-24,249.0,251.850006,243.0,247.800003,1881522.0,246.563263,-0.020569875390217263
2013-09-25,2013-09-25,248.800003,250.199997,241.100006,245.0,1541831.0,243.777237,-0.011363760411671642
2013-09-26,2013-09-26,245.600006,246.550003,233.800003,235.550003,3375492.0,234.374405,-0.03933498711901074
2013-09-27,2013-09-27,232.800003,239.0,231.0,235.949997,2406595.0,234.7724,0.0016966761416012945
2013-09-30,2013-09-30,233.899994,237.399994,231.199997,235.5,2573500.0,234.324646,-0.0019090042872669246
2013-10-01,2013-10-01,234.600006,235.449997,228.600006,232.5,1536311.0,231.339615,-0.012820704260419369
2013-10-03,2013-10-03,235.0,242.5,233.0,241.050003,1302972.0,239.846954,0.036114202614811575
2013-10-04,2013-10-04,240.100006,242.0,235.399994,236.300003,2038997.0,235.120667,-0.019902169307606243
2013-10-07,2013-10-07,236.0,241.5,234.25,240.699997,1447185.0,239.498688,0.01844907980072641
2013-10-08,2013-10-08,242.0,247.300003,241.449997,244.350006,1536960.0,243.13049300000003,0.015050368677047562
2013-10-09,2013-10-09,244.550003,250.0,243.100006,249.300003,1270584.0,248.055771,0.020055296513411317
2013-10-10,2013-10-10,248.25,257.350006,248.25,251.699997,2703849.0,250.443787,0.009580888202050277
2013-10-11,2013-10-11,255.0,255.899994,252.0,254.5,1535514.0,253.229828,0.011062995289944588
2013-10-14,2013-10-14,253.699997,255.5,249.0,252.449997,1023812.0,251.190048,-0.008087671464245716
2013-10-15,2013-10-15,253.100006,257.5,249.0,251.350006,2603799.0,250.095551,-0.004366767133937799
2013-10-17,2013-10-17,250.5,254.399994,250.100006,253.300003,1588836.0,252.035812,0.00772813968480346
2013-10-18,2013-10-18,254.0,259.299988,252.149994,255.850006,2767220.0,254.57309,0.01001679680329737
2013-10-21,2013-10-21,255.850006,257.049988,245.199997,246.25,3886133.0,245.020996,-0.038244080496953714
2013-10-22,2013-10-22,248.0,250.25,244.100006,247.149994,2030141.0,245.916504,0.0036481588519823305
2013-10-23,2013-10-23,248.699997,249.5,243.050003,245.850006,1689276.0,244.623001,-0.005273809692545761
2013-10-24,2013-10-24,246.0,249.600006,239.699997,241.5,1918170.0,240.294708,-0.01785213396347185
2013-10-25,2013-10-25,240.0,241.199997,235.600006,238.350006,1479152.0,237.160431,-0.013129283851993634
2013-10-28,2013-10-28,238.0,241.199997,236.25,238.300003,932748.0,237.110672,-0.00020983357353188128
2013-10-29,2013-10-29,237.300003,241.949997,237.199997,240.449997,1341720.0,239.249939,0.008981772767113759
2013-10-30,2013-10-30,239.300003,243.300003,236.600006,240.050003,1462460.0,238.851944,-0.0016648965673820015
2013-10-31,2013-10-31,240.5,242.0,236.0,239.850006,2274271.0,238.652939,-0.0008335203203424513
2013-11-01,2013-11-01,240.0,250.0,240.0,247.949997,2402977.0,246.712509,0.03321336907805428
2013-11-05,2013-11-05,252.0,252.0,245.100006,248.399994,1105282.0,247.160263,0.001813236720319189
2013-11-06,2013-11-06,248.0,249.800003,242.300003,243.350006,1199688.0,242.135483,-0.020539547672053796
2013-11-07,2013-11-07,243.0,245.75,239.0,240.699997,1956537.0,239.498688,-0.010949477851565527
2013-11-08,2013-11-08,240.699997,242.449997,238.0,240.5,1208440.0,239.299698,-0.0008312058573096692
2013-11-11,2013-11-11,240.0,243.399994,235.199997,236.649994,1636563.0,235.468903,-0.016137874870914892
2013-11-12,2013-11-12,235.199997,239.199997,232.699997,235.800003,1469348.0,234.623154,-0.0035982310269551117
2013-11-13,2013-11-13,233.300003,238.800003,233.300003,235.600006,1082998.0,234.42414900000003,-0.0008485498612529341
2013-11-14,2013-11-14,238.600006,241.800003,237.0,238.649994,2073404.0,237.458923,0.012862575586444436
2013-11-18,2013-11-18,241.100006,246.399994,239.699997,244.949997,2284477.0,243.727478,0.026056054933640386
2013-11-19,2013-11-19,245.100006,257.950012,245.100006,255.300003,4961892.0,254.025833,0.041385258911085465
2013-11-20,2013-11-20,255.5,260.149994,251.050003,252.449997,4196127.0,251.190048,-0.01122615059652965
2013-11-21,2013-11-21,251.100006,254.600006,245.0,245.800003,2366906.0,244.573242,-0.026694993636329656
2013-11-22,2013-11-22,245.100006,250.899994,245.100006,248.649994,1493228.0,247.409012,0.011528063795561929
2013-11-25,2013-11-25,248.149994,254.600006,248.149994,251.5,2186979.0,250.24479700000003,0.01139674063632512
2013-11-26,2013-11-26,251.800003,253.350006,249.25,250.100006,1644242.0,248.851791,-0.005582124385043129
2013-11-27,2013-11-27,248.600006,251.600006,248.300003,250.75,1011772.0,249.498535,0.002595541045492311
2013-11-28,2013-11-28,251.550003,257.600006,250.550003,254.699997,4082939.0,253.428818,0.01562994332539347
2013-11-29,2013-11-29,255.5,259.100006,253.699997,258.149994,1935518.0,256.861603,0.013454443362912905
2013-12-02,2013-12-02,258.450012,270.899994,256.75,268.399994,6806928.0,267.060455,0.03893762587220007
2013-12-03,2013-12-03,269.850006,283.649994,269.549988,275.350006,8308097.0,273.975769,0.025564612179603152
2013-12-04,2013-12-04,274.950012,282.899994,274.0,278.700012,5964784.0,277.309052,0.012092927264548692
2013-12-05,2013-12-05,283.399994,286.700012,280.5,282.049988,4639225.0,280.642303,0.011948319957514109
2013-12-06,2013-12-06,284.0,286.0,282.100006,283.5,2053291.0,282.085083,0.0051278228049076455
2013-12-09,2013-12-09,289.5,290.0,264.600006,265.799988,5072815.0,264.473419,-0.0644679872236642
2013-12-10,2013-12-10,268.0,268.5,260.200012,266.549988,2684482.0,265.219666,0.002817659942521366
2013-12-11,2013-12-11,268.649994,273.350006,263.450012,267.0,2983846.0,265.66745,0.0016869277580626731
2013-12-12,2013-12-12,264.549988,269.399994,261.25,262.350006,2445252.0,261.04064900000003,-0.01756920018386321
2013-12-13,2013-12-13,261.0,262.0,255.5,259.799988,2284543.0,258.503357,-0.009767458166475508
2013-12-16,2013-12-16,258.0,259.0,249.75,251.449997,2245222.0,250.195038,-0.032667914622650514
2013-12-17,2013-12-17,253.0,257.399994,251.300003,252.0,1948049.0,250.742294,0.0021849288633690733
2013-12-18,2013-12-18,250.199997,252.300003,247.149994,248.449997,4242440.0,247.210007,-0.014187488409455716
2013-12-19,2013-12-19,250.0,254.800003,249.0,250.949997,3087821.0,249.69754,0.010012139259239385
2013-12-20,2013-12-20,249.600006,254.0,249.0,250.449997,2505515.0,249.200027,-0.0019944501550090976
2013-12-23,2013-12-23,251.0,266.5,250.050003,264.399994,3937595.0,263.080414,0.054203846837714835
2013-12-24,2013-12-24,263.100006,266.649994,258.600006,261.25,2902690.0,259.946136,-0.011985301775467859
2013-12-26,2013-12-26,258.75,265.5,258.75,262.149994,2232774.0,260.841644,0.0034390548971980905
2013-12-27,2013-12-27,264.0,265.350006,260.299988,261.799988,1055404.0,260.493378,-0.0013360546946170615
2013-12-30,2013-12-30,262.700012,266.0,259.75,263.049988,1415274.0,261.737152,0.004763323016332421
2013-12-31,2013-12-31,263.5,264.799988,260.600006,261.0,858382.0,259.697388,-0.00782370268199184
2014-01-01,2014-01-01,263.0,264.399994,261.0,262.549988,615128.0,261.23962400000005,0.005921024884708359
2014-01-02,2014-01-02,263.0,269.25,257.0,259.049988,4157709.0,257.757111,-0.01342037447858502
2014-01-03,2014-01-03,257.5,261.200012,253.199997,255.649994,1933259.0,254.374069,-0.013211815025992557
2014-01-06,2014-01-06,256.5,262.5,255.100006,258.899994,1561302.0,257.60784900000004,0.012632567247202077
2014-01-07,2014-01-07,259.049988,262.5,255.199997,256.799988,1593897.0,255.518326,-0.008144330387535703
2014-01-08,2014-01-08,257.25,260.899994,256.049988,258.350006,1122109.0,257.060608,0.006017752786787511
2014-01-09,2014-01-09,256.350006,265.899994,255.25,264.350006,2298715.0,263.03067000000004,0.022958755462477498
2014-01-10,2014-01-10,265.0,268.799988,259.200012,261.850006,2589145.0,260.543152,-0.00950214320158338
2014-01-13,2014-01-13,261.549988,265.700012,257.200012,260.200012,1272194.0,258.901398,-0.006321211635485824
2014-01-14,2014-01-14,258.0,262.149994,252.100006,253.899994,2357415.0,252.632813,-0.024510184001885985
2014-01-15,2014-01-15,254.350006,258.799988,254.100006,257.100006,1643269.0,255.816849,0.01252465233179212
2014-01-16,2014-01-16,257.350006,264.75,257.0,260.950012,1455905.0,259.647644,0.014863741654962404
2014-01-17,2014-01-17,261.0,267.799988,258.149994,260.350006,2419907.0,259.050629,-0.002301975135499568
2014-01-20,2014-01-20,262.0,262.850006,256.649994,260.0,1097559.0,258.702362,-0.0013453019435116784
2014-01-21,2014-01-21,261.299988,262.799988,258.100006,261.100006,749132.0,259.796875,0.004221856263686874
2014-01-22,2014-01-22,261.0,263.700012,260.0,261.600006,1078684.0,260.294403,0.00191323397569132
2014-01-23,2014-01-23,260.5,269.200012,260.5,267.0,1971383.0,265.66745,0.020432029018448542
2014-01-24,2014-01-24,266.0,268.0,260.950012,262.049988,1065415.0,260.742126,-0.018713442757110958
2014-01-27,2014-01-27,259.799988,259.799988,253.25,253.699997,2219712.0,252.433807,-0.03238283206481896
2014-01-28,2014-01-28,253.699997,261.299988,250.300003,258.25,2207980.0,256.961121,0.01777572944266304
2014-01-29,2014-01-29,260.299988,260.899994,252.100006,253.949997,1138012.0,252.682571,-0.016790752392039643
2014-01-30,2014-01-30,250.0,255.800003,247.600006,249.899994,4149903.0,248.652771,-0.016076611626325562
2014-01-31,2014-01-31,253.5,255.550003,248.149994,250.300003,1514649.0,249.050781,0.0015993861536420795
2014-02-03,2014-02-03,248.149994,250.350006,242.100006,243.199997,1500863.0,241.986221,-0.02877602891173048
2014-02-04,2014-02-04,241.100006,244.350006,238.199997,241.949997,1329383.0,240.742462,-0.005153046819133422
2014-02-05,2014-02-05,241.0,245.25,240.100006,242.399994,829664.0,241.190201,0.0018580982912927981
2014-02-06,2014-02-06,244.0,248.350006,239.449997,243.949997,1815315.0,242.732468,0.006374044120899924
2014-02-07,2014-02-07,245.800003,248.0,242.449997,244.100006,978734.0,242.881729,0.0006147308115060923
2014-02-10,2014-02-10,244.350006,247.949997,241.600006,243.399994,801207.0,242.185211,-0.002871844775529375
2014-02-11,2014-02-11,243.0,245.199997,239.300003,241.649994,1101135.0,240.443954,-0.0072157452613108575
2014-02-12,2014-02-12,243.0,244.100006,240.699997,242.75,677921.0,241.538467,0.004541721165375101
2014-02-13,2014-02-13,241.0,242.949997,232.0,234.0,1527042.0,232.832138,-0.03671098789476624
2014-02-14,2014-02-14,234.899994,237.0,231.149994,235.399994,1082293.0,234.225143,0.005965046203673553
2014-02-17,2014-02-17,238.0,238.75,232.0,236.350006,924745.0,235.17041,0.004027597925739812
2014-02-18,2014-02-18,234.149994,253.899994,233.0,252.449997,3691410.0,251.190048,0.06589941568796663
2014-02-19,2014-02-19,252.050003,252.100006,244.100006,245.199997,1233050.0,243.976227,-0.029139025756150794
2014-02-20,2014-02-20,244.199997,247.949997,240.0,242.949997,1002001.0,241.737457,-0.009218541409186544
2014-02-21,2014-02-21,245.0,247.600006,243.699997,246.0,717329.0,244.772247,0.012475925303752966
2014-02-24,2014-02-24,246.0,246.850006,240.5,243.550003,746078.0,242.334473,-0.010009282370322836
2014-02-25,2014-02-25,245.300003,246.0,239.550003,242.0,1015539.0,240.792206,-0.006384545941728882
2014-02-26,2014-02-26,242.300003,245.550003,237.100006,238.649994,1935247.0,237.458923,-0.013939693074560113
2014-02-28,2014-02-28,237.300003,242.850006,237.25,239.350006,1747349.0,238.155441,0.002928921204439661
2014-03-03,2014-03-03,239.399994,246.75,237.0,242.399994,1586627.0,241.190201,0.012662264060201878
2014-03-04,2014-03-04,242.100006,249.100006,242.0,247.75,1597591.0,246.513504,0.021830936952387248
2014-03-05,2014-03-05,249.699997,251.5,243.100006,246.75,1325547.0,245.518509,-0.00404443747565697
2014-03-06,2014-03-06,247.199997,255.800003,246.5,252.649994,1480154.0,251.389053,0.023629413587311632
2014-03-07,2014-03-07,256.0,260.799988,252.75,257.350006,2086222.0,256.065613,0.018431961366049517
2014-03-10,2014-03-10,255.100006,263.75,252.649994,261.5,2285081.0,260.194885,0.01599719550838774
2014-03-11,2014-03-11,262.100006,265.799988,253.25,254.899994,2599738.0,253.627823,-0.025562979239521333
2014-03-12,2014-03-12,254.300003,260.399994,250.399994,258.600006,2132974.0,257.309357,0.014411156045822437
2014-03-13,2014-03-13,259.0,263.0,248.600006,251.199997,2087288.0,249.946289,-0.029033033956098464
2014-03-14,2014-03-14,250.899994,257.399994,246.600006,255.899994,1681573.0,254.622833,0.018537313176048897
2014-03-18,2014-03-18,257.450012,265.75,254.600006,261.0,2700546.0,259.697388,0.019733696903153408
2014-03-19,2014-03-19,261.399994,266.600006,260.100006,264.799988,1710350.0,263.478394,0.014454307555440415
2014-03-20,2014-03-20,264.899994,265.649994,258.700012,259.75,1030461.0,258.453613,-0.019255137377142798
2014-03-21,2014-03-21,260.899994,270.850006,260.899994,264.5,2642564.0,263.179901,0.018121601516053687
2014-03-24,2014-03-24,266.0,268.0,262.549988,264.799988,2061664.0,263.478394,0.0011335358610891078
2014-03-25,2014-03-25,260.200012,272.5,260.200012,270.0,1978115.0,268.652466,0.01944722794757148
2014-03-26,2014-03-26,273.0,280.399994,273.0,278.600006,1910906.0,277.209534,0.03135506430150148
2014-03-27,2014-03-27,279.0,283.0,275.200012,281.450012,1770071.0,280.045319,0.010177782980117732
2014-03-28,2014-03-28,281.399994,282.200012,275.549988,280.700012,1720234.0,279.299072,-0.00266829329038476
2014-03-31,2014-03-31,280.700012,299.0,280.700012,292.450012,5598060.0,290.990417,0.041007185004351854
2014-04-01,2014-04-01,295.399994,299.649994,290.950012,296.0,3188667.0,294.522705,0.012065761536262263
2014-04-02,2014-04-02,297.0,297.200012,286.5,290.200012,1505230.0,288.751648,-0.019789127715007737
2014-04-03,2014-04-03,292.0,304.5,290.100006,299.0,2683204.0,297.507721,0.029873208411065555
2014-04-04,2014-04-04,300.0,303.799988,296.100006,299.5,2091640.0,298.005219,0.0016708221847760993
2014-04-07,2014-04-07,299.5,303.899994,278.5,281.450012,3707078.0,280.045319,-0.062159556131063276
2014-04-09,2014-04-09,284.100006,286.649994,281.25,284.75,2436967.0,283.328857,0.011656818224118126
2014-04-10,2014-04-10,285.0,288.0,279.75,281.350006,2318516.0,279.945831,-0.012012138128893568
2014-04-11,2014-04-11,280.100006,283.899994,274.25,280.049988,1814173.0,278.652283,-0.004631416683295697
2014-04-15,2014-04-15,280.5,284.850006,267.0,268.350006,1716689.0,267.010712,-0.04267592961007338
2014-04-16,2014-04-16,271.100006,274.899994,265.350006,269.399994,1838308.0,268.05545,0.003905084648803125
